hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,customer_type,adr,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled,total_stay,total_guests,is_family,lead_time_group,arrival_date,arrival_year,arrival_month,arrival_day
1,274,0,9,1,0,0,2,2,1,0,4,1,0,299.25,2024,September,13,0,9,1,0,Long,2022-05-18,2022,5,18
1,124,2,4,2,2,1,0,2,0,0,0,0,0,241.89,2022,October,8,1,6,5,1,Long,2023-08-05,2023,8,5
0,308,2,9,3,1,0,3,1,1,0,3,2,1,222.95,2023,June,24,1,11,4,1,Long,2023-04-20,2023,4,20
1,324,1,4,1,2,0,2,1,1,1,3,2,2,234.45,2024,February,3,0,5,3,1,Long,2023-10-26,2023,10,26
0,19,1,7,2,0,1,2,1,1,1,2,2,2,173.45,2023,August,14,0,8,3,1,Short,2022-03-21,2022,3,21
1,8,2,7,3,0,0,0,1,0,0,0,1,2,307.31,2022,April,27,0,9,3,1,Short,2024-04-16,2024,4,16
0,126,0,2,2,2,1,1,1,0,1,2,0,0,235.16,2022,February,27,1,2,5,1,Long,2022-01-12,2022,1,12
0,138,1,3,3,1,1,1,2,0,1,0,2,1,85.12,2022,February,12,1,4,5,1,Long,2023-04-02,2023,4,2
0,352,2,2,3,2,0,2,0,1,0,3,0,1,222.27,2024,January,3,1,4,5,1,Long,2023-08-26,2023,8,26
0,42,2,3,1,0,0,3,0,1,1,3,1,0,213.65,2022,December,7,0,5,1,0,Medium,2024-01-22,2024,1,22
1,67,1,5,3,1,1,3,2,0,0,4,0,0,164.41,2022,April,21,0,6,5,1,Medium,2024-10-27,2024,10,27
0,163,2,5,1,1,1,2,1,0,0,4,1,0,372.45,2024,July,23,0,7,3,1,Long,2024-11-16,2024,11,16
1,233,0,6,3,1,0,1,2,0,1,1,1,1,444.74,2023,June,18,0,6,4,1,Long,2024-04-14,2024,4,14
0,155,0,9,2,1,0,3,2,0,0,4,2,0,346.92,2024,February,29,1,9,3,1,Long,2024-10-16,2024,10,16
1,87,1,3,1,2,1,3,1,0,0,4,0,1,271.33,2023,June,23,0,4,4,1,Medium,2022-06-26,2022,6,26
0,246,0,2,1,2,0,3,1,0,0,3,1,0,99.22,2022,February,26,0,2,3,1,Long,2022-02-03,2022,2,3
1,320,2,8,2,1,0,1,0,1,0,4,1,0,209.29,2024,January,16,0,10,3,1,Long,2022-06-02,2022,6,2
1,57,0,3,2,2,1,2,2,0,1,1,2,2,248.95,2022,January,16,0,3,5,1,Medium,2023-08-07,2023,8,7
0,338,0,4,1,2,1,0,0,1,0,2,2,0,428.4,2022,October,3,0,4,4,1,Long,2022-05-08,2022,5,8
1,213,1,2,1,0,0,1,1,0,0,0,0,1,114.34,2024,January,1,1,3,1,0,Long,2024-08-11,2024,8,11
1,101,2,1,3,2,0,3,2,0,0,1,0,1,263.32,2024,March,2,0,3,5,1,Long,2024-07-09,2024,7,9
0,87,2,7,3,2,0,1,0,1,0,3,1,1,313.5,2024,January,14,0,9,5,1,Medium,2022-10-12,2022,10,12
1,278,1,3,3,2,0,0,1,0,0,3,1,1,443.94,2023,May,29,1,4,5,1,Long,2023-08-17,2023,8,17
0,219,1,8,1,0,0,1,1,1,0,2,1,1,283.13,2022,January,12,0,9,1,0,Long,2022-10-11,2022,10,11
0,98,1,4,3,2,0,3,1,1,1,3,2,0,97.01,2022,February,8,0,5,5,1,Long,2023-06-13,2023,6,13
1,123,1,4,2,1,0,2,1,0,1,2,0,1,359.65,2024,September,9,0,5,3,1,Long,2024-06-17,2024,6,17
0,40,2,3,1,0,0,3,1,0,1,4,0,2,66.62,2024,August,23,0,5,1,0,Medium,2022-02-11,2022,2,11
0,184,2,8,3,1,1,1,0,1,0,1,0,2,230.03,2023,July,9,1,10,5,1,Long,2024-04-09,2024,4,9
1,118,2,1,3,2,1,0,1,1,0,2,1,1,393.42,2022,February,21,0,3,6,1,Long,2022-07-01,2022,7,1
1,159,0,1,2,0,1,1,1,1,1,2,0,0,144.02,2024,December,13,1,1,3,1,Long,2022-11-21,2022,11,21
1,303,1,5,1,1,0,3,0,1,0,4,1,0,122.5,2023,September,2,0,6,2,1,Long,2022-02-13,2022,2,13
0,272,1,1,3,1,1,2,2,1,1,1,0,2,103.89,2023,September,19,1,2,5,1,Long,2023-09-25,2023,9,25
0,120,0,3,3,1,0,2,0,0,0,1,2,0,402.22,2023,October,16,0,3,4,1,Long,2024-03-23,2024,3,23
1,209,1,4,1,1,1,3,1,1,0,0,1,1,325.36,2024,July,23,0,5,3,1,Long,2023-06-03,2023,6,3
1,265,0,5,2,0,1,2,1,0,0,0,0,1,384.91,2023,August,12,0,5,3,1,Long,2024-12-18,2024,12,18
1,222,2,5,1,2,1,1,2,0,1,2,0,0,182.08,2022,February,2,0,7,4,1,Long,2024-11-12,2024,11,12
1,113,1,5,3,0,1,1,0,0,0,2,0,2,192.22,2024,April,30,0,6,4,1,Long,2023-11-08,2023,11,8
1,35,2,8,2,1,1,0,1,0,1,2,1,0,317.26,2024,May,19,0,10,4,1,Medium,2023-05-24,2023,5,24
1,69,2,9,1,0,1,3,2,0,0,1,0,0,201.75,2023,March,7,0,11,2,1,Medium,2024-01-25,2024,1,25
1,280,1,8,3,0,0,2,2,1,1,4,2,0,480.38,2023,April,22,0,9,3,1,Long,2024-07-25,2024,7,25
1,56,1,1,3,1,0,2,2,0,0,4,2,0,228.85,2024,March,18,0,2,4,1,Medium,2024-07-24,2024,7,24
1,15,1,1,3,2,1,1,1,0,0,2,0,2,110.3,2022,November,23,0,2,6,1,Short,2022-02-10,2022,2,10
1,51,2,8,2,1,0,3,2,0,1,2,2,0,74.72,2023,April,4,0,10,3,1,Medium,2022-02-05,2022,2,5
0,77,1,3,3,0,1,1,1,1,0,4,1,2,69.78,2022,July,30,0,4,4,1,Medium,2022-09-22,2022,9,22
0,322,1,8,2,0,0,1,1,1,1,1,2,2,470.84,2022,June,6,1,9,2,1,Long,2023-12-18,2023,12,18
0,42,1,6,2,1,0,3,2,0,1,4,2,0,370.46,2022,September,25,0,7,3,1,Medium,2024-04-15,2024,4,15
1,308,0,9,3,1,0,3,2,0,0,3,1,1,379.08,2022,June,1,0,9,4,1,Long,2023-02-25,2023,2,25
1,278,2,5,2,0,0,3,0,0,0,1,0,1,320.93,2023,June,9,1,7,2,1,Long,2023-11-28,2023,11,28
0,108,1,8,1,1,0,1,1,0,0,0,2,1,253.25,2024,April,9,1,9,2,1,Long,2023-05-16,2023,5,16
0,185,1,2,3,1,1,2,0,1,0,4,2,0,276.34,2022,January,19,1,3,5,1,Long,2023-07-09,2023,7,9
0,320,2,5,3,2,0,0,2,0,1,2,1,2,405.61,2023,March,9,0,7,5,1,Long,2023-06-08,2023,6,8
1,316,1,5,2,2,0,3,2,1,0,4,0,0,354.28,2022,September,28,0,6,4,1,Long,2022-02-10,2022,2,10
1,332,1,9,3,2,1,3,0,0,0,2,1,2,467.49,2024,August,22,0,10,6,1,Long,2023-02-16,2023,2,16
0,206,1,8,3,1,0,2,1,1,0,1,0,1,396.77,2022,July,18,0,9,4,1,Long,2023-08-26,2023,8,26
1,1,1,7,2,1,1,2,0,1,0,2,1,0,352.95,2024,June,19,1,8,4,1,Last-Minute,2022-06-13,2022,6,13
0,84,1,4,1,2,1,2,2,0,0,2,2,2,152.37,2023,July,26,0,5,4,1,Medium,2024-05-08,2024,5,8
0,88,0,2,3,1,1,2,2,0,0,0,0,2,124.52,2024,October,8,1,2,5,1,Medium,2023-02-09,2023,2,9
0,132,1,2,1,2,1,0,1,0,0,4,1,1,208.6,2024,October,21,1,3,4,1,Long,2024-07-08,2024,7,8
1,282,0,9,3,2,1,0,0,0,0,2,0,1,62.55,2023,May,6,1,9,6,1,Long,2023-01-01,2023,1,1
0,184,1,8,3,2,0,3,0,1,1,3,2,0,474.42,2024,January,1,0,9,5,1,Long,2022-01-14,2022,1,14
1,337,1,1,2,0,0,0,0,0,0,1,0,2,82.52,2024,September,12,0,2,2,1,Long,2022-05-08,2022,5,8
0,314,2,4,3,2,1,0,1,0,1,4,1,1,220.41,2022,April,4,0,6,6,1,Long,2022-10-15,2022,10,15
0,341,2,2,3,0,0,1,1,1,0,0,2,1,480.09,2023,April,12,0,4,3,1,Long,2023-01-23,2023,1,23
1,272,0,2,3,1,0,1,1,0,1,2,0,0,168.55,2022,January,3,0,2,4,1,Long,2024-05-03,2024,5,3
1,274,1,2,3,1,1,0,0,0,0,2,1,1,398.99,2022,December,6,1,3,5,1,Long,2022-08-22,2022,8,22
0,260,2,1,3,1,0,2,2,1,0,2,1,0,400.14,2024,March,13,0,3,4,1,Long,2023-02-23,2023,2,23
1,111,2,7,3,1,0,0,1,0,0,1,0,2,69.77,2023,October,14,0,9,4,1,Long,2024-04-21,2024,4,21
0,54,0,5,1,1,1,3,0,1,0,2,1,2,402.04,2023,April,13,0,5,3,1,Medium,2024-03-10,2024,3,10
0,61,2,7,2,2,0,1,0,0,0,4,2,2,203.26,2024,December,7,1,9,4,1,Medium,2023-04-28,2023,4,28
1,337,0,2,3,1,1,3,2,1,1,4,1,0,277.09,2024,May,22,1,2,5,1,Long,2022-10-14,2022,10,14
0,192,2,1,2,0,1,3,2,0,1,2,2,2,444.23,2023,March,1,1,3,3,1,Long,2022-09-28,2022,9,28
0,112,0,9,2,0,1,3,2,1,0,0,0,1,384.33,2022,February,29,0,9,3,1,Long,2022-07-06,2022,7,6
0,355,1,9,1,1,1,2,2,0,1,1,1,2,296.62,2023,March,9,1,10,3,1,Long,2022-11-29,2022,11,29
0,206,0,4,3,1,0,1,0,1,1,4,1,0,205.18,2023,June,1,0,4,4,1,Long,2022-03-15,2022,3,15
0,58,0,1,1,1,1,1,2,1,0,2,1,2,342.94,2024,March,27,0,1,3,1,Medium,2024-02-11,2024,2,11
0,112,1,3,2,2,0,1,2,0,1,3,2,0,56.16,2024,July,28,0,4,4,1,Long,2024-05-08,2024,5,8
0,67,2,2,3,2,1,2,1,0,0,3,0,0,341.05,2023,March,4,0,4,6,1,Medium,2022-11-16,2022,11,16
1,42,0,4,1,2,0,1,2,0,0,4,0,2,174.79,2024,June,20,0,4,3,1,Medium,2022-12-07,2022,12,7
1,354,2,2,2,1,0,1,1,1,0,4,0,0,179.27,2024,September,28,0,4,3,1,Long,2023-06-27,2023,6,27
0,22,0,8,3,0,0,2,2,0,1,1,0,0,371.11,2024,December,23,1,8,3,1,Short,2023-05-14,2023,5,14
0,126,1,3,3,1,0,2,0,0,0,3,1,1,432.43,2022,December,8,1,4,4,1,Long,2022-05-06,2022,5,6
1,30,0,7,1,1,0,0,1,1,1,2,1,1,372.2,2024,February,29,1,7,2,1,Short,2024-07-25,2024,7,25
0,360,2,3,2,2,1,0,1,0,1,0,1,2,294.46,2022,April,18,1,5,5,1,Long,2024-07-16,2024,7,16
1,74,0,8,2,1,0,0,1,1,1,3,0,0,81.13,2022,June,8,1,8,3,1,Medium,2023-09-16,2023,9,16
1,218,1,2,2,1,1,2,2,0,1,2,1,0,268.06,2022,August,19,0,3,4,1,Long,2023-02-02,2023,2,2
1,252,2,6,2,1,1,0,2,1,0,3,2,0,193.41,2024,October,11,0,8,4,1,Long,2022-05-29,2022,5,29
0,37,0,5,2,2,1,2,0,0,1,2,1,0,276.42,2023,August,14,1,5,5,1,Medium,2024-09-24,2024,9,24
0,324,0,7,3,2,1,2,0,0,0,0,1,1,465.18,2022,October,22,1,7,6,1,Long,2022-08-05,2022,8,5
1,250,1,5,3,2,0,2,1,0,1,4,1,1,371.93,2024,June,9,0,6,5,1,Long,2022-03-29,2022,3,29
1,20,1,1,2,1,0,0,1,1,1,0,0,0,354.83,2023,April,30,0,2,3,1,Short,2024-09-12,2024,9,12
0,140,2,5,3,1,0,1,2,1,1,1,2,0,155.84,2024,February,4,0,7,4,1,Long,2023-02-06,2023,2,6
0,75,1,9,1,1,0,2,2,1,0,4,2,2,425.0,2023,May,9,1,10,2,1,Medium,2023-07-06,2023,7,6
1,344,0,1,3,2,1,1,0,0,1,1,0,0,464.44,2024,March,30,1,1,6,1,Long,2022-03-20,2022,3,20
1,112,1,9,2,1,1,2,2,0,1,4,1,2,211.44,2022,July,10,0,10,4,1,Long,2023-10-31,2023,10,31
1,115,1,2,1,1,1,0,0,1,0,3,1,2,240.09,2023,January,7,0,3,3,1,Long,2023-07-01,2023,7,1
0,136,0,4,1,0,0,0,2,0,1,1,2,2,56.54,2023,August,10,0,4,1,0,Long,2023-09-15,2023,9,15
0,84,0,8,1,0,0,2,0,1,1,4,0,0,136.72,2024,January,6,0,8,1,0,Medium,2024-03-30,2024,3,30
1,234,1,9,2,2,1,0,2,1,1,0,1,1,303.97,2024,April,16,1,10,5,1,Long,2022-10-31,2022,10,31
0,188,0,3,3,0,0,2,2,1,0,3,2,2,307.83,2022,September,15,0,3,3,1,Long,2024-06-08,2024,6,8
0,55,0,7,3,2,1,1,0,0,1,0,2,1,78.17,2024,July,6,0,7,6,1,Medium,2023-02-14,2023,2,14
1,73,1,8,3,1,0,3,2,1,0,1,2,2,430.52,2023,July,19,0,9,4,1,Medium,2023-11-23,2023,11,23
0,60,1,2,3,0,1,1,1,1,0,2,2,1,336.89,2023,August,15,0,3,4,1,Medium,2023-06-30,2023,6,30
0,123,1,5,2,0,1,2,0,0,0,1,1,0,256.59,2022,January,25,0,6,3,1,Long,2022-08-01,2022,8,1
1,229,0,6,3,0,0,2,0,0,1,0,0,0,399.93,2023,November,11,1,6,3,1,Long,2023-11-12,2023,11,12
1,67,2,2,1,0,1,1,2,1,0,4,1,2,145.92,2022,May,3,0,4,2,1,Medium,2023-03-20,2023,3,20
0,118,1,5,1,0,1,2,0,0,1,0,2,2,101.3,2023,August,13,1,6,2,1,Long,2022-12-27,2022,12,27
0,363,1,3,3,1,0,2,0,1,0,4,1,2,83.81,2022,November,23,0,4,4,1,Long,2022-12-11,2022,12,11
1,207,1,7,3,2,0,1,0,1,1,2,0,2,478.06,2023,June,4,1,8,5,1,Long,2022-12-13,2022,12,13
0,244,0,4,3,1,1,3,1,0,0,3,0,0,242.38,2024,December,21,0,4,5,1,Long,2022-02-12,2022,2,12
1,304,1,3,3,2,0,0,1,1,0,1,2,0,484.02,2022,May,28,0,4,5,1,Long,2024-10-27,2024,10,27
1,181,1,9,2,1,1,0,0,1,1,0,1,2,190.82,2022,February,2,0,10,4,1,Long,2024-11-27,2024,11,27
1,237,0,1,2,0,1,2,0,1,1,4,0,0,223.8,2023,February,6,0,1,3,1,Long,2022-12-31,2022,12,31
0,96,2,5,3,2,1,1,2,0,1,0,0,2,286.07,2023,March,8,0,7,6,1,Long,2024-09-18,2024,9,18
1,229,2,3,3,2,0,3,0,0,1,1,0,0,297.16,2024,October,29,0,5,5,1,Long,2023-10-22,2023,10,22
0,74,0,2,2,1,0,1,0,1,1,0,0,2,397.64,2022,April,11,1,2,3,1,Medium,2022-04-06,2022,4,6
1,219,0,3,3,1,1,3,2,0,1,4,0,1,488.44,2024,November,9,0,3,5,1,Long,2024-07-03,2024,7,3
1,329,2,7,2,1,1,0,1,0,0,4,1,0,67.6,2022,April,6,0,9,4,1,Long,2023-04-21,2023,4,21
0,56,0,4,2,0,1,0,2,1,1,0,2,0,352.64,2022,October,23,0,4,3,1,Medium,2022-07-23,2022,7,23
1,207,1,8,1,1,0,1,2,1,0,1,2,1,101.93,2023,May,18,0,9,2,1,Long,2024-07-11,2024,7,11
1,262,1,4,1,2,0,2,1,1,0,2,2,2,314.21,2023,September,6,0,5,3,1,Long,2022-08-26,2022,8,26
0,157,1,3,3,0,1,0,1,1,0,3,0,0,355.67,2024,September,22,0,4,4,1,Long,2023-07-19,2023,7,19
0,131,0,1,1,2,0,3,0,0,0,4,0,0,358.34,2022,May,20,0,1,3,1,Long,2023-01-09,2023,1,9
1,4,0,1,2,0,1,2,2,0,1,2,0,1,293.94,2024,June,15,0,1,3,1,Last-Minute,2023-12-11,2023,12,11
1,312,1,3,1,0,1,3,0,0,1,2,2,1,208.74,2023,July,13,1,4,2,1,Long,2024-02-20,2024,2,20
0,244,1,9,1,2,0,1,2,1,1,1,2,2,202.71,2023,October,26,1,10,3,1,Long,2024-11-05,2024,11,5
1,227,0,4,1,0,1,2,2,0,1,2,1,1,114.63,2023,June,19,0,4,2,1,Long,2022-02-17,2022,2,17
1,289,0,6,2,2,0,0,0,1,1,1,1,0,381.52,2024,December,9,0,6,4,1,Long,2023-10-06,2023,10,6
1,166,1,2,1,2,1,3,0,1,1,0,0,1,377.31,2022,June,4,1,3,4,1,Long,2023-07-28,2023,7,28
0,78,0,1,3,1,1,1,2,0,0,2,1,1,187.22,2023,December,16,1,1,5,1,Medium,2023-04-05,2023,4,5
0,324,0,7,2,1,0,3,0,1,1,3,2,1,242.68,2023,July,3,1,7,3,1,Long,2024-03-16,2024,3,16
0,326,1,1,3,2,1,3,1,0,1,0,0,1,64.67,2023,January,15,1,2,6,1,Long,2023-04-13,2023,4,13
0,350,0,2,1,1,0,1,1,0,1,3,0,0,468.96,2022,June,5,0,2,2,1,Long,2023-02-17,2023,2,17
1,340,1,8,2,0,1,2,1,0,1,2,2,0,238.32,2024,August,24,0,9,3,1,Long,2023-01-21,2023,1,21
0,338,1,7,3,1,1,0,2,0,0,2,2,1,151.4,2023,June,26,0,8,5,1,Long,2022-12-18,2022,12,18
0,140,0,5,1,0,1,2,1,1,1,0,0,0,295.18,2024,December,12,0,5,2,1,Long,2022-10-02,2022,10,2
0,93,0,5,2,0,0,2,0,0,0,2,1,1,170.81,2024,October,18,0,5,2,1,Long,2022-10-06,2022,10,6
0,277,2,1,2,0,1,1,0,0,0,3,1,2,169.4,2022,November,17,0,3,3,1,Long,2023-11-12,2023,11,12
1,103,2,9,2,2,1,2,2,0,1,0,0,0,230.98,2023,October,16,0,11,5,1,Long,2022-10-24,2022,10,24
0,270,2,4,1,0,1,0,1,0,0,2,1,0,148.1,2024,May,5,0,6,2,1,Long,2023-03-23,2023,3,23
0,337,0,4,2,0,0,1,2,1,0,1,1,2,58.22,2022,June,16,0,4,2,1,Long,2022-02-28,2022,2,28
1,162,0,5,3,0,1,2,2,1,1,3,0,2,400.99,2024,November,9,0,5,4,1,Long,2023-06-12,2023,6,12
1,81,0,5,2,0,1,0,2,1,0,2,2,1,247.99,2022,November,23,1,5,3,1,Medium,2022-04-22,2022,4,22
0,236,2,3,1,1,1,2,1,1,0,4,0,0,154.23,2023,November,2,1,5,3,1,Long,2024-03-24,2024,3,24
0,198,2,6,3,0,0,2,1,1,1,4,2,0,296.3,2024,March,2,0,8,3,1,Long,2022-07-13,2022,7,13
0,30,0,2,2,1,0,3,1,0,0,0,2,2,110.86,2022,July,22,0,2,3,1,Short,2024-04-05,2024,4,5
1,66,0,5,3,0,0,2,0,0,0,3,1,0,110.55,2024,September,10,0,5,3,1,Medium,2022-04-07,2022,4,7
0,226,0,7,2,0,0,3,1,0,1,2,0,1,498.03,2023,March,10,1,7,2,1,Long,2022-02-11,2022,2,11
1,156,0,6,2,0,1,2,0,1,1,3,0,1,459.83,2022,December,14,1,6,3,1,Long,2024-02-04,2024,2,4
1,293,0,1,3,2,0,3,2,1,1,3,2,2,262.82,2023,July,3,0,1,5,1,Long,2022-12-24,2022,12,24
1,334,1,6,3,0,0,3,0,1,0,2,2,1,264.45,2022,April,7,1,7,3,1,Long,2023-12-29,2023,12,29
1,65,0,5,3,1,0,3,1,1,0,4,1,2,88.05,2024,October,5,1,5,4,1,Medium,2022-01-29,2022,1,29
0,325,1,8,2,0,0,1,2,0,0,3,1,1,103.62,2024,October,18,0,9,2,1,Long,2023-03-15,2023,3,15
1,110,2,4,1,2,0,2,0,0,0,0,1,0,193.39,2022,April,17,0,6,3,1,Long,2024-01-24,2024,1,24
0,204,1,6,1,0,0,1,0,0,1,2,2,1,176.86,2022,June,21,0,7,1,0,Long,2023-05-15,2023,5,15
1,214,0,4,2,2,0,1,0,1,0,1,2,2,64.72,2022,August,25,0,4,4,1,Long,2023-10-25,2023,10,25
0,102,1,3,3,0,0,0,1,1,0,3,1,0,85.83,2024,December,24,0,4,3,1,Long,2022-04-25,2022,4,25
0,166,2,8,1,1,1,1,0,1,1,1,1,0,467.31,2022,June,22,0,10,3,1,Long,2023-09-05,2023,9,5
0,315,2,3,1,0,0,1,0,0,0,3,1,0,258.55,2023,May,7,0,5,1,0,Long,2024-11-13,2024,11,13
1,309,0,5,2,0,1,2,0,1,1,3,2,2,441.63,2022,May,8,0,5,3,1,Long,2023-09-24,2023,9,24
1,44,2,2,1,2,1,1,0,1,0,0,0,0,483.77,2022,August,20,1,4,4,1,Medium,2023-04-03,2023,4,3
0,85,2,2,2,0,0,2,0,1,1,0,0,1,259.62,2023,April,17,1,4,2,1,Medium,2024-07-28,2024,7,28
1,81,2,4,2,2,0,2,1,0,1,2,1,1,257.89,2023,May,16,0,6,4,1,Medium,2023-09-26,2023,9,26
0,259,2,2,1,1,1,3,2,1,0,0,0,2,54.39,2022,December,22,1,4,3,1,Long,2024-05-08,2024,5,8
1,291,0,7,3,1,0,2,1,0,0,3,0,2,160.75,2024,February,20,0,7,4,1,Long,2024-06-14,2024,6,14
1,83,2,9,2,0,1,1,1,0,1,3,1,2,152.72,2023,August,28,0,11,3,1,Medium,2023-06-10,2023,6,10
1,138,2,2,3,1,1,2,1,1,1,4,2,2,64.27,2022,April,21,1,4,5,1,Long,2022-06-12,2022,6,12
0,128,1,7,2,0,1,3,1,1,0,2,2,1,298.17,2022,April,16,0,8,3,1,Long,2024-03-20,2024,3,20
0,325,0,4,3,1,0,0,0,0,1,2,1,1,193.75,2024,October,14,0,4,4,1,Long,2023-06-25,2023,6,25
1,271,1,7,2,0,0,2,0,1,1,1,0,0,159.16,2024,June,30,1,8,2,1,Long,2024-07-25,2024,7,25
0,54,0,7,3,2,0,3,2,1,1,1,1,2,496.08,2024,June,20,1,7,5,1,Medium,2023-09-28,2023,9,28
1,180,2,4,1,0,0,2,1,1,0,1,0,0,280.35,2023,December,17,0,6,1,0,Long,2024-01-14,2024,1,14
0,99,1,3,3,2,0,0,2,0,1,0,2,2,328.27,2023,March,13,0,4,5,1,Long,2022-07-31,2022,7,31
0,63,0,4,3,2,0,2,1,0,0,3,2,2,78.65,2022,November,28,1,4,5,1,Medium,2022-05-09,2022,5,9
0,23,1,2,3,2,0,3,2,1,0,0,2,2,287.8,2022,September,25,0,3,5,1,Short,2023-05-02,2023,5,2
1,62,0,3,3,1,1,3,1,1,1,0,1,2,431.61,2022,May,23,0,3,5,1,Medium,2023-06-02,2023,6,2
0,330,1,7,2,2,1,1,0,0,1,1,0,2,364.98,2023,October,10,0,8,5,1,Long,2024-01-21,2024,1,21
1,65,0,1,1,0,0,0,2,1,0,1,2,1,208.88,2024,April,15,1,1,1,0,Medium,2022-12-20,2022,12,20
1,343,0,2,1,1,0,1,0,0,1,1,2,2,273.16,2024,November,18,1,2,2,1,Long,2022-05-31,2022,5,31
1,307,2,3,3,1,0,1,1,0,1,0,2,2,214.5,2022,April,14,0,5,4,1,Long,2023-08-25,2023,8,25
0,259,2,6,1,0,0,2,1,1,0,3,0,1,170.07,2023,August,11,0,8,1,0,Long,2024-03-27,2024,3,27
0,193,0,9,2,0,1,1,2,1,0,4,1,1,376.53,2022,July,25,0,9,3,1,Long,2024-11-20,2024,11,20
1,200,2,2,2,1,1,3,0,0,0,3,2,1,463.07,2024,January,5,0,4,4,1,Long,2024-03-07,2024,3,7
0,39,2,2,1,0,1,3,1,1,1,0,2,1,423.06,2024,March,4,0,4,2,1,Medium,2022-11-22,2022,11,22
1,166,1,5,3,2,0,1,2,0,0,1,0,1,278.34,2023,February,11,1,6,5,1,Long,2023-02-17,2023,2,17
1,136,0,6,1,0,0,3,1,0,1,2,1,1,288.31,2024,September,7,0,6,1,0,Long,2022-04-23,2022,4,23
1,171,1,4,1,2,0,0,1,1,0,3,2,1,179.65,2023,January,23,0,5,3,1,Long,2023-05-05,2023,5,5
0,208,2,4,2,0,0,3,2,1,0,4,2,2,489.84,2022,March,29,1,6,2,1,Long,2023-04-13,2023,4,13
0,231,0,4,3,0,1,1,0,1,0,2,2,1,319.51,2024,April,30,0,4,4,1,Long,2022-10-27,2022,10,27
0,43,1,2,3,0,1,2,1,1,0,0,1,1,382.56,2024,July,22,0,3,4,1,Medium,2023-03-13,2023,3,13
1,142,2,2,2,2,0,2,2,0,1,1,2,2,264.11,2022,November,13,1,4,4,1,Long,2022-07-27,2022,7,27
0,216,2,4,2,1,0,3,2,1,0,1,2,2,234.88,2022,October,4,0,6,3,1,Long,2024-10-02,2024,10,2
1,317,0,9,2,2,1,2,0,0,0,2,2,1,82.93,2022,June,24,0,9,5,1,Long,2023-10-03,2023,10,3
1,84,0,6,2,2,0,0,2,0,0,3,0,2,53.8,2022,July,3,0,6,4,1,Medium,2023-10-09,2023,10,9
0,39,1,5,3,1,1,0,0,1,0,2,0,1,115.75,2023,October,23,0,6,5,1,Medium,2022-07-21,2022,7,21
0,282,0,1,1,0,0,1,0,0,0,1,0,1,339.03,2023,August,2,0,1,1,0,Long,2023-04-11,2023,4,11
1,214,1,7,1,2,0,0,2,0,1,2,2,0,240.14,2022,January,17,0,8,3,1,Long,2024-11-06,2024,11,6
1,212,1,3,3,0,1,1,2,0,1,0,0,1,382.97,2022,June,14,0,4,4,1,Long,2022-10-08,2022,10,8
0,51,2,5,3,2,0,3,0,0,0,0,0,0,150.53,2023,January,1,0,7,5,1,Medium,2023-04-30,2023,4,30
0,345,1,3,3,0,1,1,0,1,1,3,1,1,129.73,2023,November,14,0,4,4,1,Long,2023-07-17,2023,7,17
1,161,1,9,1,0,0,3,0,0,1,4,2,1,307.32,2022,December,16,0,10,1,0,Long,2024-09-15,2024,9,15
0,70,0,6,3,0,1,0,0,0,1,1,2,2,398.13,2022,March,13,0,6,4,1,Medium,2024-01-05,2024,1,5
0,257,1,1,2,2,0,3,1,0,0,1,2,1,298.31,2022,October,21,0,2,4,1,Long,2023-02-28,2023,2,28
1,333,0,5,3,0,0,0,0,0,1,2,0,1,416.2,2024,February,3,0,5,3,1,Long,2022-05-15,2022,5,15
0,301,1,6,1,2,1,0,0,1,0,0,1,0,310.04,2024,September,21,1,7,4,1,Long,2024-01-16,2024,1,16
1,7,1,3,2,1,1,2,2,1,0,1,0,1,147.27,2023,April,29,1,4,4,1,Last-Minute,2022-09-09,2022,9,9
0,317,1,1,2,1,0,3,0,1,0,0,0,2,380.71,2024,September,19,0,2,3,1,Long,2024-02-05,2024,2,5
1,91,2,2,1,1,1,0,0,1,0,3,1,2,255.66,2024,November,14,1,4,3,1,Long,2024-11-16,2024,11,16
1,201,1,3,2,2,1,2,0,1,0,2,0,0,185.01,2024,June,30,1,4,5,1,Long,2023-03-12,2023,3,12
0,97,0,2,1,2,0,3,2,1,1,4,2,2,486.64,2022,May,12,1,2,3,1,Long,2024-07-30,2024,7,30
0,274,2,9,1,2,0,0,0,1,0,1,2,2,146.35,2022,December,4,1,11,3,1,Long,2023-07-12,2023,7,12
0,220,0,2,2,2,1,3,1,1,1,4,2,2,85.8,2022,June,28,1,2,5,1,Long,2023-07-29,2023,7,29
0,271,1,2,2,1,1,3,1,0,0,0,0,0,105.87,2024,April,15,0,3,4,1,Long,2023-05-28,2023,5,28
1,32,0,6,2,0,0,3,1,1,0,4,1,0,282.79,2022,March,30,0,6,2,1,Medium,2024-07-18,2024,7,18
0,197,0,6,1,1,0,3,0,0,0,4,1,2,102.8,2022,August,19,0,6,2,1,Long,2022-09-08,2022,9,8
0,112,2,4,1,2,0,3,1,0,0,3,0,0,456.17,2024,October,30,0,6,3,1,Long,2023-07-08,2023,7,8
